102.5922,7.6853,0.7490,0.4242,103.3412
96.9016,7.4085,0.7337,0.4242,97.6353
92.5153,7.1741,0.7343,0.4848,93.2496
88.8626,6.9832,0.7317,0.5152,89.5943
85.2771,6.8032,0.7260,0.4242,86.0030
81.8747,6.6417,0.7205,0.3939,82.5952
78.7344,6.4949,0.7177,0.4242,79.4521
75.7608,6.3674,0.7133,0.4545,76.4742
72.7697,6.2451,0.7103,0.4242,73.4801
69.7389,6.1234,0.7061,0.4848,70.4451
66.6694,6.0122,0.7060,0.4848,67.3754
63.7159,5.9366,0.7052,0.4848,64.4211
60.8443,5.8558,0.7067,0.5152,61.5510
58.0644,5.7697,0.7093,0.4545,58.7737
55.3973,5.6914,0.7145,0.5152,56.1118
52.9422,5.6299,0.7219,0.5152,53.6641
50.6690,5.5945,0.7309,0.5152,51.3999
48.6978,5.5593,0.7433,0.4848,49.4411
46.8931,5.5201,0.7588,0.4848,47.6518
45.3864,5.4832,0.7757,0.4848,46.1621
44.2413,5.4804,0.7916,0.4848,45.0329
43.2271,5.4695,0.8047,0.4848,44.0318
42.3945,5.4632,0.8162,0.4848,43.2107
41.7097,5.4487,0.8177,0.4848,42.5275
41.1357,5.4371,0.8166,0.4848,41.9522
40.7672,5.4296,0.8109,0.4848,41.5781
40.6640,5.4293,0.7953,0.4848,41.4593
40.6089,5.4156,0.7808,0.4848,41.3897
40.5031,5.3936,0.7683,0.4848,41.2714
40.5441,5.3739,0.7597,0.4848,41.3038
40.7571,5.3593,0.7563,0.4545,41.5134
40.8727,5.3528,0.7588,0.4242,41.6315
40.9481,5.3392,0.7588,0.4545,41.7069
41.1087,5.3324,0.7554,0.4848,41.8641
41.1831,5.3194,0.7588,0.4242,41.9419
40.8238,5.2803,0.7552,0.4242,41.5791
40.7840,5.2619,0.7565,0.4242,41.5405
40.8252,5.2497,0.7579,0.4545,41.5830
40.8722,5.2401,0.7600,0.4848,41.6322
41.1169,5.2346,0.7635,0.4848,41.8803
41.6377,5.2446,0.7629,0.4848,42.4006
41.9664,5.2693,0.7660,0.4848,42.7323
41.8817,5.2632,0.7669,0.4848,42.6486
41.8118,5.2584,0.7677,0.4848,42.5795
41.9089,5.2661,0.7720,0.4848,42.6808
41.8720,5.2586,0.7765,0.4848,42.6486
41.5146,5.2271,0.7810,0.4848,42.2956
41.1005,5.2007,0.7850,0.4848,41.8855
41.0159,5.1847,0.7846,0.4848,41.8005
40.7991,5.1668,0.7831,0.4848,41.5822
40.7529,5.1569,0.7830,0.4848,41.5359
40.9373,5.1578,0.7828,0.5152,41.7201
41.1605,5.1744,0.7765,0.5152,41.9370
41.3720,5.1815,0.7816,0.5152,42.1536
41.1029,5.1619,0.7852,0.5152,41.8882
40.5935,5.1329,0.7891,0.5152,41.3826
40.0808,5.0979,0.7951,0.4545,40.8759
39.7826,5.0903,0.7957,0.4545,40.5783
39.2400,5.0637,0.7944,0.4545,40.0344
38.8137,5.0362,0.7937,0.4545,39.6074
38.6006,5.0195,0.7926,0.4242,39.3932
38.4306,5.0029,0.7975,0.4242,39.2281
38.5850,5.0096,0.8025,0.4242,39.3875
38.6438,5.0185,0.8092,0.4545,39.4530
38.8423,5.0351,0.8203,0.4545,39.6626
39.0715,5.0424,0.8266,0.4545,39.8981
39.6469,5.0729,0.8285,0.4545,40.4754
40.2411,5.1015,0.8350,0.4545,41.0761
40.7132,5.1452,0.8548,0.4242,41.5680
41.1218,5.1701,0.8558,0.4242,41.9776
41.2516,5.1875,0.8555,0.3939,42.1071
41.0552,5.1781,0.8511,0.3939,41.9064
40.8485,5.1635,0.8459,0.4242,41.6944
40.6215,5.1480,0.8356,0.4242,41.4571
40.4677,5.1173,0.8377,0.4242,41.3054
40.2762,5.1023,0.8374,0.4242,41.1136
40.3507,5.1150,0.8349,0.3939,41.1856
40.6715,5.1536,0.8374,0.4242,41.5089
41.7173,5.2336,0.8381,0.4242,42.5554
44.1810,5.3647,0.8331,0.4242,45.0142
43.8769,5.3267,0.8325,0.4242,44.7094
43.4297,5.2743,0.8319,0.4242,44.2615
42.1605,5.1820,0.8311,0.4242,42.9916
40.7270,5.0820,0.8306,0.4242,41.5576
40.7884,5.0911,0.8279,0.3939,41.6164
41.2260,5.1100,0.8250,0.4242,42.0510
41.5399,5.1345,0.8203,0.4242,42.3602
41.7838,5.1582,0.8163,0.4242,42.6001
41.9923,5.1814,0.8213,0.4242,42.8136
42.4328,5.2165,0.8247,0.4242,43.2575
42.8018,5.2419,0.8217,0.3939,43.6235
43.3099,5.2598,0.8274,0.3939,44.1373
43.6521,5.2646,0.8311,0.3939,44.4832
43.8742,5.2670,0.8343,0.3939,44.7085
44.1608,5.2782,0.8310,0.3939,44.9918
44.4178,5.2808,0.8259,0.3939,45.2438
44.4259,5.2660,0.8214,0.3636,45.2474
44.3537,5.2488,0.8100,0.4242,45.1637
43.8396,5.2085,0.8066,0.3636,44.6462
43.3411,5.1745,0.8062,0.3939,44.1473
42.3127,5.1139,0.8010,0.3636,43.1137
41.8704,5.1106,0.7944,0.3636,42.6648
41.8981,5.1199,0.7883,0.3636,42.6863
42.5107,5.1854,0.7827,0.3636,43.2934
42.7929,5.2265,0.7796,0.3636,43.5725
42.8960,5.2396,0.7831,0.3939,43.6790
42.7558,5.2282,0.7886,0.3939,43.5445
42.4725,5.2227,0.7870,0.3939,43.2596
42.3481,5.2283,0.7888,0.4545,43.1370
42.0822,5.2235,0.7867,0.4848,42.8690
41.8187,5.2193,0.7791,0.4545,42.5977
41.7974,5.2090,0.7834,0.4545,42.5808
41.5560,5.1581,0.7952,0.4242,42.3512
41.8003,5.1311,0.8006,0.4242,42.6009
41.9713,5.1370,0.8036,0.4242,42.7749
42.2513,5.1473,0.8064,0.4242,43.0577
41.8914,5.1073,0.8047,0.4545,42.6961
41.9497,5.1120,0.8000,0.4545,42.7497
41.3882,5.1085,0.7961,0.4545,42.1844
40.6149,5.1055,0.7941,0.4848,41.4091
39.6796,5.0674,0.7920,0.4545,40.4716
39.5612,5.0569,0.7924,0.4848,40.3536
40.5669,5.0985,0.7896,0.4848,41.3566
41.5987,5.1488,0.7815,0.4545,42.3802
42.1568,5.1836,0.7755,0.4848,42.9323
42.2459,5.1907,0.7726,0.4848,43.0185
42.3168,5.1931,0.7742,0.4848,43.0909
42.6525,5.2239,0.7749,0.4848,43.4274
43.1029,5.2752,0.7733,0.4545,43.8761
43.4427,5.3181,0.7715,0.4545,44.2142
43.2736,5.3137,0.7666,0.4545,44.0402
43.1614,5.3005,0.7631,0.4242,43.9244
43.0291,5.2920,0.7617,0.4242,43.7908
42.5845,5.2633,0.7640,0.4545,43.3485
42.1920,5.2472,0.7672,0.4545,42.9592
41.6792,5.2249,0.7687,0.4545,42.4479
41.2487,5.1969,0.7692,0.4848,42.0180
41.2474,5.1970,0.7678,0.4848,42.0152
41.6450,5.2177,0.7682,0.4545,42.4131
41.9709,5.2209,0.7692,0.4848,42.7401
41.9874,5.1919,0.7632,0.5152,42.7506
42.1539,5.1819,0.7609,0.4848,42.9149
42.4701,5.1990,0.7615,0.5152,43.2316
42.7685,5.2416,0.7696,0.5152,43.5381
42.6200,5.2157,0.7747,0.5152,43.3948
42.2960,5.1923,0.7677,0.5152,43.0638
41.9505,5.1730,0.7593,0.5455,42.7098
41.6732,5.1577,0.7531,0.5152,42.4263
41.6917,5.1625,0.7444,0.5152,42.4361
41.6355,5.1596,0.7412,0.5152,42.3767
41.6646,5.1585,0.7435,0.5152,42.4080
41.9181,5.1819,0.7535,0.5152,42.6717
42.1410,5.1920,0.7699,0.5152,42.9109
42.3036,5.1886,0.7779,0.5152,43.0815
42.3741,5.1884,0.7812,0.5152,43.1553
42.0467,5.1453,0.7769,0.5152,42.8237
42.0165,5.1692,0.7737,0.5152,42.7903
41.9453,5.1972,0.7672,0.5152,42.7125
41.9828,5.2554,0.7598,0.4848,42.7426
42.1506,5.2908,0.7530,0.4848,42.9036
42.0905,5.2959,0.7447,0.4848,42.8352
42.2138,5.3221,0.7435,0.4848,42.9572
42.4648,5.3452,0.7513,0.4848,43.2161
42.6217,5.3496,0.7579,0.4848,43.3796
43.1174,5.3759,0.7636,0.4848,43.8809
43.8084,5.4198,0.7728,0.4242,44.5812
44.0776,5.4341,0.7801,0.4242,44.8577
43.8945,5.4107,0.7869,0.4848,44.6814
