1.0000,88.7185,7.1665
2.0000,88.7185,7.1665
3.0000,88.7185,7.1665
4.0000,88.7185,7.1665
5.0000,88.7185,7.1665
6.0000,88.7185,7.1665
7.0000,88.7185,7.1665
8.0000,88.7185,7.1665
9.0000,88.7185,7.1665
10.0000,88.7185,7.1665
11.0000,88.7185,7.1665
12.0000,88.7185,7.1665
13.0000,88.7185,7.1665
14.0000,88.7185,7.1665
15.0000,88.7185,7.1665
16.0000,88.7185,7.1665
17.0000,88.7185,7.1665
18.0000,88.7185,7.1665
19.0000,88.7185,7.1665
20.0000,88.7185,7.1665
21.0000,88.7185,7.1665
22.0000,88.7185,7.1665
23.0000,88.7185,7.1665
24.0000,88.7185,7.1665
25.0000,88.7185,7.1665
26.0000,84.8041,6.9740
27.0000,80.6978,6.7687
28.0000,76.5462,6.5582
29.0000,72.2916,6.3457
30.0000,67.8473,6.1368
31.0000,63.2337,5.9340
32.0000,58.4616,5.7214
33.0000,53.5954,5.5178
34.0000,48.7360,5.3179
35.0000,44.0304,5.1183
36.0000,39.7119,4.9264
37.0000,36.0001,4.7931
38.0000,33.1590,4.6746
39.0000,31.3228,4.6209
40.0000,30.4038,4.6432
41.0000,30.0818,4.6713
42.0000,29.7963,4.6813
43.0000,29.0900,4.6484
44.0000,27.7620,4.5455
45.0000,25.9143,4.3831
46.0000,23.9418,4.1917
47.0000,22.0217,3.9776
48.0000,20.3740,3.7790
49.0000,19.0949,3.6062
50.0000,18.1352,3.4660
51.0000,18.1352,3.4660
52.0000,18.1352,3.4660
53.0000,18.1352,3.4660
54.0000,18.1352,3.4660
55.0000,18.1352,3.4660
56.0000,18.1352,3.4660
57.0000,18.1352,3.4660
58.0000,18.1352,3.4660
59.0000,18.1352,3.4660
60.0000,18.1352,3.4660
61.0000,18.1352,3.4660
62.0000,18.1352,3.4660
63.0000,18.1352,3.4660
64.0000,18.1352,3.4660
65.0000,18.1352,3.4660
66.0000,18.1352,3.4660
67.0000,18.1352,3.4660
68.0000,18.1352,3.4660
69.0000,18.1352,3.4660
70.0000,18.1352,3.4660
71.0000,18.1352,3.4660
72.0000,18.1352,3.4660
73.0000,18.1352,3.4660
74.0000,18.1352,3.4660
75.0000,18.1352,3.4660
76.0000,17.3799,3.3359
77.0000,16.7098,3.2122
78.0000,16.0477,3.0889
79.0000,15.2942,2.9652
80.0000,14.3797,2.8378
81.0000,13.3226,2.7044
82.0000,12.1913,2.5656
83.0000,11.0072,2.4342
84.0000,9.8080,2.3160
85.0000,8.6895,2.2316
86.0000,7.7560,2.1577
87.0000,7.0502,2.1170
88.0000,6.5009,2.0606
89.0000,5.9502,1.9723
90.0000,5.3587,1.8687
91.0000,4.6916,1.7422
92.0000,3.9893,1.6016
93.0000,3.3511,1.4486
94.0000,2.8662,1.3080
95.0000,2.5211,1.1846
96.0000,2.3000,1.0935
97.0000,2.1763,1.0332
98.0000,1.9621,0.9814
99.0000,1.7399,0.9283
100.0000,1.3767,0.8450
101.0000,1.3767,0.8450
102.0000,1.3767,0.8450
103.0000,1.3767,0.8450
104.0000,1.3767,0.8450
105.0000,1.3767,0.8450
106.0000,1.3767,0.8450
107.0000,1.3767,0.8450
108.0000,1.3767,0.8450
109.0000,1.3767,0.8450
110.0000,1.3767,0.8450
111.0000,1.3767,0.8450
112.0000,1.3767,0.8450
113.0000,1.3767,0.8450
114.0000,1.3767,0.8450
115.0000,1.3767,0.8450
116.0000,1.3767,0.8450
117.0000,1.3767,0.8450
118.0000,1.3767,0.8450
119.0000,1.3767,0.8450
120.0000,1.3767,0.8450
121.0000,1.3767,0.8450
122.0000,1.3767,0.8450
123.0000,1.3767,0.8450
124.0000,1.3767,0.8450
125.0000,1.3767,0.8450
126.0000,1.0534,0.7744
127.0000,0.7653,0.6890
128.0000,0.5860,0.6052
129.0000,0.5211,0.5531
130.0000,0.5849,0.5889
131.0000,0.6489,0.6218
132.0000,0.5989,0.6011
133.0000,0.5488,0.5617
134.0000,0.5349,0.5487
135.0000,0.5448,0.5685
136.0000,0.5977,0.5979
137.0000,0.6328,0.6180
138.0000,0.6458,0.6376
139.0000,0.5623,0.5975
140.0000,0.4351,0.5158
141.0000,0.3403,0.4514
142.0000,0.2773,0.4077
143.0000,0.2547,0.3983
144.0000,0.2550,0.4027
145.0000,0.2588,0.4018
146.0000,0.2633,0.3998
147.0000,0.3009,0.4347
148.0000,0.3736,0.4929
149.0000,0.4742,0.5540
150.0000,0.5484,0.5956
