71.7966,6.5304,0.7382,0.4952,72.5349
64.0232,6.0302,0.6822,0.5714,64.7053
55.4872,5.6105,0.7024,0.4952,56.1895
51.7376,5.3557,0.6921,0.5524,52.4297
44.0835,4.9167,0.7216,0.5333,44.8051
41.4746,4.7983,0.7454,0.5619,42.2200
38.2680,4.5658,0.6497,0.6095,38.9178
35.1996,4.5022,0.7416,0.5619,35.9413
30.2049,4.0672,0.7677,0.5714,30.9726
30.3773,4.2044,0.7838,0.5333,31.1611
28.9152,4.0827,0.7515,0.5714,29.6667
26.6449,3.9501,0.6940,0.6571,27.3389
25.9990,3.8297,0.6859,0.6476,26.6849
24.4805,3.7549,0.7895,0.6190,25.2700
22.1736,3.5768,0.7826,0.5524,22.9562
23.4308,3.7880,0.7129,0.5905,24.1438
24.9876,3.7973,0.7314,0.6095,25.7190
21.9511,3.6647,0.7797,0.6000,22.7308
21.3696,3.6234,0.7140,0.6000,22.0836
21.8093,3.6573,0.7147,0.6381,22.5239
20.7485,3.4613,0.6090,0.6286,21.3575
20.7033,3.6184,0.6870,0.6286,21.3903
19.4500,3.2767,0.6986,0.6476,20.1486
17.8948,3.2598,0.8038,0.6286,18.6986
20.3831,3.3821,0.6515,0.6667,21.0345
19.5239,3.3798,0.8120,0.6095,20.3359
18.5172,3.2843,0.8241,0.5048,19.3413
17.0083,3.1363,0.8264,0.5905,17.8347
19.1752,3.3282,0.6503,0.6286,19.8256
17.3740,3.2601,0.7265,0.5619,18.1005
14.9455,2.9531,0.7373,0.5619,15.6828
16.5917,3.0801,0.7090,0.6095,17.3007
15.2268,3.0057,0.6361,0.6857,15.8629
14.9978,2.8823,0.7606,0.6571,15.7585
13.8743,2.8053,0.7355,0.6000,14.6098
11.8592,2.5964,0.6314,0.6571,12.4906
12.7911,2.6952,0.8444,0.6000,13.6355
12.0166,2.5995,0.7542,0.5619,12.7709
13.1142,2.7360,0.7250,0.6000,13.8392
11.8485,2.5736,0.6907,0.6000,12.5392
13.1561,2.6336,0.7618,0.6095,13.9180
11.9038,2.5115,0.6763,0.6762,12.5802
11.7222,2.5069,0.6743,0.6095,12.3965
10.1002,2.3052,0.7071,0.6476,10.8073
10.7090,2.5197,0.7303,0.5714,11.4393
11.5502,2.4041,0.6367,0.6190,12.1868
9.4791,2.3074,0.7363,0.5905,10.2154
9.9989,2.3286,0.6797,0.6762,10.6786
10.4418,2.3184,0.6578,0.6762,11.0995
9.4154,2.1972,0.6492,0.6762,10.0646
8.5085,2.1308,0.7008,0.6476,9.2092
7.7806,2.1147,0.6529,0.6476,8.4335
8.4365,2.1683,0.6152,0.6571,9.0517
9.2911,2.1695,0.6959,0.6476,9.9870
8.7483,2.1681,0.6821,0.6286,9.4305
7.5623,2.0293,0.6655,0.6571,8.2278
8.0223,2.0409,0.7457,0.6381,8.7680
7.2879,2.0128,0.7084,0.6476,7.9963
7.4853,2.0079,0.7046,0.6286,8.1899
5.9812,1.8055,0.6895,0.6476,6.6707
6.0651,1.8048,0.6474,0.7238,6.7125
7.2621,2.0441,0.6070,0.6762,7.8692
5.7695,1.7908,0.6065,0.6571,6.3760
6.5833,1.7363,0.6386,0.6381,7.2220
7.1365,1.9914,0.6822,0.6476,7.8187
5.5259,1.7763,0.5853,0.6571,6.1112
7.1388,1.9607,0.5691,0.6857,7.7080
5.9209,1.7239,0.6366,0.6476,6.5575
5.1922,1.7188,0.6687,0.6571,5.8609
5.0744,1.5934,0.5783,0.6857,5.6527
5.6697,1.7281,0.6226,0.6286,6.2924
6.2140,1.7542,0.5829,0.6571,6.7968
5.7326,1.6400,0.6245,0.6571,6.3571
6.1870,1.7536,0.6508,0.6286,6.8378
5.9608,1.8441,0.6112,0.7238,6.5721
4.0167,1.5158,0.6215,0.6857,4.6382
3.9253,1.4953,0.5717,0.6952,4.4969
4.6279,1.6810,0.5792,0.7238,5.2071
4.7769,1.6329,0.6292,0.6762,5.4061
5.3622,1.6666,0.6237,0.6667,5.9859
3.9028,1.5408,0.6567,0.6190,4.5595
4.2345,1.5728,0.5897,0.6952,4.8242
4.8106,1.6265,0.5626,0.7143,5.3732
4.0699,1.5330,0.5978,0.6952,4.6678
4.5075,1.6433,0.6171,0.6857,5.1247
3.8284,1.4685,0.6530,0.6476,4.4814
4.7071,1.6394,0.6772,0.6000,5.3844
3.9063,1.5600,0.5927,0.7048,4.4991
3.7346,1.4372,0.5343,0.7238,4.2689
3.6873,1.5074,0.5516,0.6952,4.2389
2.9532,1.2782,0.5914,0.7238,3.5446
3.7083,1.3953,0.5771,0.6857,4.2854
4.4636,1.5654,0.6407,0.6762,5.1043
3.7064,1.5424,0.4963,0.7810,4.2028
2.9536,1.3351,0.5915,0.6952,3.5451
3.2983,1.3645,0.5581,0.7810,3.8564
3.5817,1.4480,0.6362,0.6667,4.2179
3.2526,1.3641,0.5606,0.7429,3.8132
3.3915,1.4132,0.4894,0.7905,3.8809
4.8041,1.6360,0.4922,0.7714,5.2962
