1.0000,38.6496,5.1375
2.0000,303.5021,16.1385
3.0000,35.0329,4.2984
4.0000,51.9971,6.0647
5.0000,32.6209,4.7460
6.0000,25.9410,3.8644
7.0000,40.9223,4.7495
8.0000,51.3614,5.4163
9.0000,43.3550,4.8733
10.0000,28.5013,3.9929
11.0000,21.3174,3.6294
12.0000,21.9013,3.7353
13.0000,21.6010,3.6595
14.0000,23.7824,3.7607
15.0000,26.9362,3.9734
16.0000,29.3281,4.0870
17.0000,30.5417,4.1469
18.0000,30.4075,4.1394
19.0000,29.3137,4.0830
20.0000,28.2390,4.0373
21.0000,27.3548,3.9883
22.0000,26.2695,3.9207
23.0000,25.2079,3.8564
24.0000,24.3917,3.8037
25.0000,24.0660,3.7945
26.0000,23.9115,3.7953
27.0000,23.8540,3.7931
28.0000,23.9174,3.7908
29.0000,24.2412,3.8068
30.0000,24.7566,3.8429
31.0000,25.4286,3.8854
32.0000,26.0875,3.9221
33.0000,26.4822,3.9440
34.0000,26.5053,3.9421
35.0000,26.4231,3.9359
36.0000,26.1294,3.9161
37.0000,25.7010,3.8880
38.0000,24.9427,3.8494
39.0000,24.0193,3.8040
40.0000,23.2269,3.7547
41.0000,23.2269,3.7547
42.0000,23.2269,3.7547
43.0000,23.2269,3.7547
44.0000,23.2269,3.7547
45.0000,23.2269,3.7547
46.0000,23.2269,3.7547
47.0000,23.2269,3.7547
48.0000,23.2269,3.7547
49.0000,23.2269,3.7547
50.0000,23.2269,3.7547
51.0000,23.2269,3.7547
52.0000,23.2269,3.7547
53.0000,23.2269,3.7547
54.0000,23.2269,3.7547
55.0000,23.2269,3.7547
56.0000,23.2269,3.7547
57.0000,23.2269,3.7547
58.0000,23.2269,3.7547
59.0000,23.2269,3.7547
60.0000,23.2269,3.7547
61.0000,23.2269,3.7547
62.0000,23.2269,3.7547
63.0000,23.2269,3.7547
64.0000,23.2269,3.7547
65.0000,23.2269,3.7547
66.0000,23.2269,3.7547
67.0000,23.2269,3.7547
68.0000,23.2269,3.7547
69.0000,23.2269,3.7547
70.0000,23.2269,3.7547
71.0000,23.2269,3.7547
72.0000,23.2269,3.7547
73.0000,23.2269,3.7547
74.0000,23.2269,3.7547
75.0000,23.2269,3.7547
76.0000,23.2269,3.7547
77.0000,23.2269,3.7547
78.0000,23.2269,3.7547
79.0000,23.2269,3.7547
80.0000,23.2269,3.7547
81.0000,22.6379,3.7170
82.0000,22.2775,3.6946
83.0000,21.8265,3.6679
84.0000,21.5933,3.6533
85.0000,21.6299,3.6522
86.0000,21.7717,3.6585
87.0000,22.0904,3.6756
88.0000,22.4497,3.6968
89.0000,22.7366,3.7147
90.0000,23.0005,3.7289
91.0000,23.2196,3.7396
92.0000,23.3096,3.7413
93.0000,23.0423,3.7255
94.0000,22.9020,3.7164
95.0000,22.8151,3.7081
96.0000,22.7381,3.6997
97.0000,22.4700,3.6785
98.0000,22.3875,3.6712
99.0000,22.4245,3.6716
100.0000,22.5170,3.6733
101.0000,22.6078,3.6742
102.0000,22.7867,3.6790
103.0000,22.3964,3.6525
104.0000,21.9218,3.6293
105.0000,21.2666,3.5942
106.0000,20.5339,3.5469
107.0000,19.9316,3.5066
108.0000,19.5017,3.4776
109.0000,19.0324,3.4476
110.0000,18.9511,3.4392
111.0000,19.0354,3.4402
112.0000,19.2735,3.4505
113.0000,19.9294,3.4925
114.0000,20.7538,3.5371
115.0000,21.1069,3.5579
116.0000,21.3503,3.5701
