73.4124,6.5278,0.7391,0.5905,74.1515
50.6508,5.2187,1.0063,0.6000,51.6571
33.2761,4.2389,0.9297,0.6095,34.2058
23.8976,3.7206,1.1711,0.6000,25.0687
22.2408,3.6535,1.1803,0.5429,23.4211
21.0947,3.6560,0.9263,0.5429,22.0210
20.0843,3.6796,0.7565,0.5905,20.8408
19.2877,3.4212,0.9641,0.5048,20.2518
18.0068,3.3792,0.8213,0.5048,18.8282
20.6413,3.5684,0.8897,0.5524,21.5310
21.0209,3.6254,0.8323,0.4571,21.8532
17.8372,3.3396,0.7343,0.5524,18.5715
19.9882,3.6384,0.8289,0.5524,20.8171
18.6448,3.4241,0.8696,0.5238,19.5143
19.5654,3.4669,0.8323,0.5238,20.3977
18.3472,3.4183,0.9315,0.4476,19.2787
16.2439,3.1434,0.8660,0.5333,17.1099
16.5655,3.1521,0.9048,0.4571,17.4702
19.2952,3.4870,0.9152,0.5619,20.2104
17.6813,3.3590,0.7680,0.5333,18.4493
18.2662,3.3728,0.9610,0.4571,19.2272
18.0346,3.3458,0.8044,0.5143,18.8391
17.2793,3.3393,0.8147,0.4857,18.0939
18.4213,3.3822,0.9084,0.5524,19.3297
19.2756,3.4046,0.8466,0.5333,20.1222
16.2817,3.2528,0.8048,0.5333,17.0865
18.9727,3.4257,0.7724,0.5333,19.7451
17.8923,3.3379,0.8065,0.5429,18.6989
18.3493,3.4081,0.8115,0.5810,19.1607
16.2352,3.2595,0.8332,0.5333,17.0684
17.4483,3.3964,0.7824,0.5524,18.2307
17.1998,3.3671,0.8528,0.4476,18.0525
16.2330,3.1571,0.7028,0.5905,16.9358
16.3289,3.1406,0.8291,0.5143,17.1581
18.0362,3.3088,0.7913,0.5619,18.8275
16.6543,3.2277,0.8456,0.5524,17.5000
16.3334,3.2265,0.7635,0.5524,17.0969
17.5799,3.2316,0.7538,0.6000,18.3337
14.7551,2.9916,0.6929,0.5619,15.4480
70.9622,6.4067,0.6927,0.4952,71.6548
70.1103,6.3536,0.6933,0.4762,70.8036
26.6857,3.9136,0.8626,0.4476,27.5483
41.9966,5.5601,1.2979,0.4190,43.2945
14.9254,2.9628,1.1886,0.4190,16.1140
12.2451,2.6981,0.9549,0.5048,13.2000
12.5028,2.8150,1.0287,0.4667,13.5315
12.6538,2.6433,1.1091,0.3810,13.7629
11.0583,2.6505,0.9093,0.5143,11.9676
11.4678,2.6486,0.7997,0.5429,12.2675
11.8675,2.6728,0.8297,0.6190,12.6973
11.0859,2.5891,0.8478,0.5143,11.9337
8.8539,2.3808,0.8510,0.5429,9.7048
8.9305,2.2342,0.8207,0.5619,9.7511
10.7847,2.5291,0.8927,0.5619,11.6774
9.2061,2.3174,0.7588,0.5524,9.9648
11.9715,2.6098,0.7529,0.6286,12.7244
8.5498,2.2188,0.7958,0.5429,9.3457
9.6611,2.4080,0.8165,0.6381,10.4775
10.7726,2.5399,0.8570,0.5238,11.6296
9.6486,2.3702,0.8288,0.6190,10.4774
10.6276,2.3895,0.7439,0.6190,11.3715
9.4711,2.3978,0.8541,0.5048,10.3252
10.8178,2.4665,0.7972,0.6286,11.6150
8.3058,2.1703,0.6677,0.6000,8.9735
8.3092,2.1865,0.7500,0.6286,9.0592
9.2701,2.2135,0.7802,0.6095,10.0503
9.6942,2.3926,0.8203,0.5714,10.5144
9.0097,2.2866,0.7820,0.5714,9.7917
9.2241,2.2721,0.7544,0.6000,9.9786
9.0320,2.1476,0.6165,0.6762,9.6485
7.8537,2.1729,0.6669,0.6381,8.5206
9.5967,2.3889,0.7464,0.6381,10.3431
9.6854,2.4144,0.6918,0.5810,10.3773
11.1805,2.4681,0.6416,0.6762,11.8221
8.8409,2.2589,0.7818,0.6095,9.6227
8.3481,2.2148,0.7279,0.6000,9.0760
9.8484,2.3393,0.6829,0.6381,10.5313
9.2723,2.3613,0.6967,0.6095,9.9690
9.3098,2.2979,0.7230,0.6571,10.0329
9.0053,2.1688,0.6115,0.6571,9.6167
8.8210,2.2436,0.6583,0.7143,9.4792
8.4146,2.1478,0.6599,0.6571,9.0745
8.9586,2.3934,0.7575,0.6476,9.7161
9.5160,2.4041,0.6198,0.6190,10.1357
9.3823,2.3324,0.5786,0.6667,9.9610
8.7921,2.2730,0.6592,0.6381,9.4513
8.2459,2.0885,0.6912,0.6476,8.9371
8.8133,2.2752,0.7638,0.5810,9.5771
7.9392,2.0703,0.6983,0.6667,8.6375
8.4497,2.1920,0.6868,0.6286,9.1365
8.8659,2.2917,0.6826,0.6190,9.5485
9.3691,2.2543,0.7027,0.6190,10.0718
8.3826,2.1822,0.6087,0.6571,8.9913
8.9476,2.2648,0.6951,0.6000,9.6427
10.5592,2.4321,0.6459,0.6286,11.2051
11.3400,2.4547,0.6402,0.6286,11.9802
8.6665,2.2433,0.7556,0.6190,9.4221
9.0354,2.2255,0.6641,0.6381,9.6995
8.2147,2.1825,0.6570,0.6476,8.8717
9.1307,2.2988,0.6400,0.6762,9.7707
9.7513,2.2475,0.6157,0.6190,10.3670
7.6491,2.1195,0.7765,0.5524,8.4256
7.9869,2.1437,0.6739,0.6286,8.6609
8.0951,2.1576,0.7138,0.6571,8.8089
8.2836,2.1736,0.6539,0.6762,8.9375
8.0363,2.1230,0.5898,0.6286,8.6262
8.7303,2.2844,0.6777,0.6095,9.4080
7.8085,2.1299,0.6238,0.6571,8.4323
8.4766,2.2547,0.6738,0.6190,9.1504
9.1347,2.2397,0.6468,0.6286,9.7815
7.4055,2.0071,0.6490,0.6476,8.0545
8.8895,2.2393,0.6603,0.6667,9.5498
7.8948,2.0723,0.6277,0.6952,8.5225
12.2078,2.6881,0.6731,0.6190,12.8810
9.8614,2.2687,0.6185,0.6571,10.4799
8.6207,2.1742,0.6083,0.6667,9.2290
8.4213,2.2007,0.6423,0.6476,9.0636
8.5021,2.2221,0.6380,0.6857,9.1401
8.5157,2.1683,0.6927,0.6476,9.2084
8.0810,2.0714,0.7005,0.6000,8.7815
7.9887,2.2040,0.7091,0.5619,8.6978
9.4242,2.2670,0.6563,0.6857,10.0805
8.4167,2.1663,0.6499,0.6190,9.0665
9.5126,2.2707,0.6858,0.6381,10.1984
9.0926,2.2047,0.6486,0.6857,9.7412
7.4992,2.0857,0.6696,0.6381,8.1688
